rank,finalWorth (million dollars),category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,lastName,firstName,title,birthYear,birthMonth,birthDay
1368,"$2,200.00",Technology,Chad Richison,52,United States,Edmond,Payroll processing,Technology,United States,TRUE,D,M,Richison,Chad,,1970,10,10
1368,"$2,200.00",Fashion & Retail,"Karl Scheufele, III. & family",84,Switzerland,Geneva,Jewelry,Fashion & Retail,Switzerland,TRUE,U,M,Scheufele,Karl,,1939,1,1
1368,"$2,200.00",Healthcare,Alice Schwartz,96,United States,El Cerrito,Biotech,Healthcare,United States,TRUE,U,F,Schwartz,Alice,,1926,7,2
1368,"$2,200.00",Technology,Alex Shevchenko,43,Canada,,Software,Technology,Canada,TRUE,D,M,Shevchenko,Alex,,1980,1,1
1368,"$2,200.00",Technology,Kavitark Ram Shriram,66,United States,Menlo Park,"Venture capital, Google",Technology,United States,TRUE,D,M,Shriram,Kavitark Ram,Investor,1957,1,21
1368,"$2,200.00",Real Estate,Jeffrey Soffer,55,United States,Aventura,Real estate,Real Estate,United States,FALSE,N,M,Soffer,Jeffrey,,1967,12,13
1368,"$2,200.00",Technology,William Stone,67,United States,East Lyme,Software,Technology,United States,TRUE,D,M,Stone,William,,1955,4,9
1368,"$2,200.00",Finance & Investments,Henry Swieca,65,United States,New York,Hedge funds,Finance & Investments,United States,TRUE,U,M,Swieca,Henry,Founder,1957,5,9
1368,"$2,200.00",Diversified,Harley Sy,63,Philippines,Manila,Diversified,Diversified,Philippines,FALSE,D,M,Sy,Harley,,1959,6,1
1368,"$2,200.00",Diversified,Teresita Sy-Coson,72,Philippines,Manila,Diversified,Diversified,Philippines,FALSE,D,F,Sy-Coson,Teresita,,1950,10,1
1368,"$2,200.00",Real Estate,Katsumi Tada,77,Japan,Tokyo,Real estate,Real Estate,Japan,TRUE,D,M,Tada,Katsumi,,1945,7,12
1368,"$2,200.00",Manufacturing,Tang Jinkui & family,67,China,Suzhou,"Textiles, petrochemicals",Manufacturing,China,TRUE,D,M,Tang,Jinkui,,1955,9,19
1368,"$2,200.00",Technology,Tang Xiao'ou,55,China,Shanghai,Software,Technology,Hong Kong,TRUE,D,M,Tang,Xiao'ou,,1968,1,1
1368,"$2,200.00",Fashion & Retail,Lottie Tham & family,73,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,FALSE,D,F,Tham,Lottie,,1949,4,18
1368,"$2,200.00",Healthcare,Shamsheer Vayalil,46,United Arab Emirates,Abu Dhabi,Healthcare,Healthcare,India,FALSE,R,M,Vayalil,Shamsheer,,1977,1,11
1368,"$2,200.00",Technology,Radha Vembu,50,India,Chennai,Business software,Technology,India,FALSE,U,F,Vembu,Radha,,1972,12,24
1368,"$2,200.00",Fashion & Retail,Wang Wenmo,66,China,Quanzhou,Sports apparel,Fashion & Retail,China,TRUE,U,M,Wang,Wenmo,,1957,1,1
1368,"$2,200.00",Service,Wang Zhenghua,78,China,Shanghai,Budget airline,Service,China,TRUE,U,M,Wang,Zhenghua,,1944,4,25
1368,"$2,200.00",Food & Beverage,David Wertheim,65,Israel,,Coca-Cola Israel,Food & Beverage,Israel,FALSE,D,M,Wertheim,David,,1958,1,1
1368,"$2,200.00",Energy,Kai Wu,55,China,Ningde,Batteries,Energy,China,TRUE,D,M,Wu,Kai,,1968,1,1
1368,"$2,200.00",Food & Beverage,Xu Yingzhuo,55,China,Guangzhou,Agribusiness,Food & Beverage,China,TRUE,D,M,Xu,Yingzhuo,,1968,1,1
1368,"$2,200.00",Manufacturing,Yeung Kin-man,59,Hong Kong,Hong Kong,Electronics,Manufacturing,Hong Kong,TRUE,D,M,Yeung,Kin-man,,1964,4,1
1368,"$2,200.00",Logistics,Huijiao Yu,57,China,Shanghai,Package delivery,Logistics,China,TRUE,D,M,Yu,Huijiao,Founder and Chairman,1966,4,1
1368,"$2,200.00",Finance & Investments,Oren Zeev,58,United States,Los Altos,Investments,Finance & Investments,Israel,TRUE,D,M,Zeev,Oren,,1964,9,23
1368,"$2,200.00",Manufacturing,Clayton Zekelman,54,Canada,Windsor,Steel,Manufacturing,Canada,FALSE,U,M,Zekelman,Clayton,,1969,1,1
1368,"$2,200.00",Energy,Zhao Fenggang,57,China,Ningde,Batteries,Energy,China,TRUE,D,M,Zhao,Fenggang,,1966,1,1
1434,"$2,100.00",Metals & Mining,Alex Beard,55,United Kingdom,London,"Mining, commodities",Metals & Mining,United Kingdom,TRUE,D,M,Beard,Alex,,1967,8,3
1434,"$2,100.00",Food & Beverage,Travis Boersma,52,United States,Grants Pass,Coffee,Food & Beverage,United States,TRUE,D,M,Boersma,Travis,,1971,1,1
1434,"$2,100.00",Construction & Engineering,Martin Bouygues,,France,Paris,"Construction, media",Construction & Engineering,France,FALSE,Split Family Fortune,M,Bouygues,Martin,,,,
1434,"$2,100.00",Construction & Engineering,Olivier Bouygues,72,,,"Construction, media",Construction & Engineering,France,FALSE,Split Family Fortune,M,Bouygues,Olivier,,1950,9,14
1434,"$2,100.00",Gambling & Casinos,William Boyd & family,91,United States,Las Vegas,"Casinos, banking",Gambling & Casinos,United States,TRUE,D,M,Boyd,William,,1931,11,4
1434,"$2,100.00",Food & Beverage,Anand Burman,70,India,Delhi,Consumer goods,Food & Beverage,India,FALSE,D,M,Burman,Anand,,1952,5,5
1434,"$2,100.00",Manufacturing,Cao Ji,71,China,Hangzhou,Manufacturing,Manufacturing,China,TRUE,D,M,Cao,Ji,,1952,1,1
1434,"$2,100.00",Technology,Bruce Cheng,86,Taiwan,Taipei,Electronics,Technology,Taiwan,TRUE,E,M,Cheng,Bruce,,1936,11,3
1434,"$2,100.00",Technology,Chi Yufeng,52,China,Beijing,Software,Technology,China,FALSE,U,M,Chi,Yufeng,,1971,1,1
1434,"$2,100.00",Energy,Daniel Chiu,62,Hong Kong,Hong Kong,Oil & gas,Energy,Hong Kong,TRUE,U,M,Chiu,Daniel,,1960,11,30
1434,"$2,100.00",Healthcare,Beda Diethelm,82,Switzerland,Zurich,Hearing aids,Healthcare,Switzerland,TRUE,D,M,Diethelm,Beda,,1941,1,1
1434,"$2,100.00",Fashion & Retail,Domenico Dolce,64,Italy,Milan,Luxury goods,Fashion & Retail,Italy,TRUE,U,M,Dolce,Domenico,,1958,8,13
1434,"$2,100.00",Technology,Ralph Dommermuth,59,Germany,Montabaur,Internet service provider,Technology,Germany,TRUE,D,M,Dommermuth,Ralph,,1963,11,19
1434,"$2,100.00",Diversified,Georgi Domuschiev,50,United Kingdom,London,"Animal health, investments",Diversified,Bulgaria,TRUE,U,M,Domuschiev,Georgi,,1972,8,6
1434,"$2,100.00",Diversified,Kiril Domuschiev,53,United Kingdom,London,"Animal health, investments",Diversified,Bulgaria,TRUE,U,M,Domuschiev,Kiril,,1969,4,18
1434,"$2,100.00",Real Estate,Bob Ell,78,Australia,Surfers Paradise,Real estate,Real Estate,Australia,TRUE,E,M,Ell,Bob,,1944,12,22
1434,"$2,100.00",Energy,Paul Foster,65,United States,El Paso,Oil refining,Energy,United States,TRUE,U,M,Foster,Paul,Chairman,1957,10,8
1434,"$2,100.00",Fashion & Retail,Stefano Gabbana,60,Italy,Milan,Luxury goods,Fashion & Retail,Italy,TRUE,U,M,Gabbana,Stefano,,1962,11,14
1434,"$2,100.00",Manufacturing,Xingjiang Gao,59,China,Huzhou,Steel,Manufacturing,China,TRUE,D,M,Gao,Xingjiang,,1963,11,1
1434,"$2,100.00",Energy,Gordon Getty,89,United States,San Francisco,Getty Oil,Energy,United States,FALSE,E,M,Getty,Gordon,President and Chairman,1933,12,20
1434,"$2,100.00",Energy,Kamal Ghaffarian,64,United States,Naples,"Space, energy",Energy,United States,TRUE,N,M,Ghaffarian,Kamal,,1958,4,28
1434,"$2,100.00",Healthcare,Dennis Gillings,78,United States,Durham,Clinical trials,Healthcare,United Kingdom,TRUE,E,M,Gillings,Dennis,,1944,4,25
1434,"$2,100.00",Diversified,Harsh Goenka,65,India,Mumbai,Diversified,Diversified,India,FALSE,E,M,Goenka,Harsh,,1957,12,10
1434,"$2,100.00",Diversified,Sanjiv Goenka,62,India,Kolkata,Diversified,Diversified,India,FALSE,D,M,Goenka,Sanjiv,,1961,1,29
1434,"$2,100.00",Real Estate,Jane Goldman,67,United States,New York,Real estate,Real Estate,United States,FALSE,D,F,Goldman,Jane,,1955,7,29
1434,"$2,100.00",Fashion & Retail,Stein Erik Hagen,66,Norway,Oslo,Consumer goods,Fashion & Retail,Norway,TRUE,D,M,Hagen,Stein Erik,,1956,7,22
1434,"$2,100.00",Real Estate,Bahaa Hariri,56,Switzerland,Geneva,"Real estate, investments",Real Estate,Lebanon,FALSE,E,M,Hariri,Bahaa,,1966,4,26
1434,"$2,100.00",Fashion & Retail,Hortensia Herrero,72,Spain,Valencia,Supermarkets,Fashion & Retail,Spain,FALSE,D,F,Herrero,Hortensia,,1950,5,20
1434,"$2,100.00",Diversified,Douglas Hsu,80,Taiwan,Taipei,Diversified,Diversified,Taiwan,FALSE,D,M,Hsu,Douglas,,1942,8,24
1434,"$2,100.00",Manufacturing,Huang Min,49,China,Suzhou,Machinery,Manufacturing,China,TRUE,U,M,Huang,Min,,1973,7,1
1434,"$2,100.00",Technology,Jared Isaacman,40,United States,Easton,Payment processing,Technology,United States,TRUE,U,M,Isaacman,Jared,,1983,2,11
1434,"$2,100.00",Technology,Eugene Kaspersky,57,Russia,Moscow,Software,Technology,Russia,TRUE,U,M,Kaspersky,Eugene,,1965,10,4
1434,"$2,100.00",Fashion & Retail,Artem Khachatryan,48,Cyprus,Limassol,Retail,Fashion & Retail,Russia,TRUE,R,M,Khachatryan,Artem,,1975,1,3
1434,"$2,100.00",Food & Beverage,Andrei Krivenko,47,Russia,Moscow,Retail,Food & Beverage,Russia,TRUE,N,M,Krivenko,Andrei,,1975,7,25
1434,"$2,100.00",Real Estate,Thomas Kwok,71,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,FALSE,U,M,Kwok,Thomas,,1951,10,6
1434,"$2,100.00",Manufacturing,Lam Wai-ying,,Hong Kong,Hong Kong,Smartphone screens,Manufacturing,Hong Kong,TRUE,D,F,Lam,Wai-ying,Chairman ,,,
1434,"$2,100.00",Finance & Investments,Marc Lasry,62,United States,New York,Hedge funds,Finance & Investments,United States,TRUE,U,M,Lasry,Marc,Founder,1960,9,23
1434,"$2,100.00",Finance & Investments,Christian Latouche & family,82,France,Lyon,Accounting services,Finance & Investments,France,TRUE,D,M,Latouche,Christian,,1940,7,18
1434,"$2,100.00",Sports,Theodore Leonsis,67,United States,Bethesda,Sports teams,Sports,United States,TRUE,U,M,Leonsis,Theodore,,1956,1,8
1434,"$2,100.00",Real Estate,Lin Chang Su-O,82,Taiwan,Taipei,Real estate,Real Estate,Taiwan,FALSE,D,F,Lin,Chang Su-O,,1940,8,1
1434,"$2,100.00",Manufacturing,Liu Chengyu & family,60,China,Shenzhen,Power supply equipment,Manufacturing,China,TRUE,U,M,Liu,Chengyu,,1962,7,26
1434,"$2,100.00",Fashion & Retail,Sergey Lomakin,49,Cyprus,Paphos,Retail,Fashion & Retail,Russia,TRUE,R,M,Lomakin,Sergey,,1973,5,23
1434,"$2,100.00",Food & Beverage,Daniel Lubetzky,54,United States,New York,Snack bars,Food & Beverage,United States,TRUE,D,M,Lubetzky,Daniel,,1968,9,28
1434,"$2,100.00",Technology,Melissa Ma,,China,Beijing,Internet search,Technology,China,TRUE,U,F,Ma,Melissa,,,,
1434,"$2,100.00",Diversified,Anand Mahindra,67,India,Mumbai,Diversified,Diversified,India,FALSE,U,M,Mahindra,Anand,,1955,5,1
1434,"$2,100.00",Fashion & Retail,Rafique Malik,72,India,Mumbai,Footwear,Fashion & Retail,India,FALSE,U,M,Malik,Rafique,,1950,10,31
1434,"$2,100.00",Diversified,Katarina Martinson,41,Sweden,Stockholm,Investments,Diversified,Sweden,FALSE,U,F,Martinson,Katarina,,1981,5,4
1434,"$2,100.00",Healthcare,Kiran Mazumdar-Shaw,70,India,Bangalore,Biopharmaceuticals,Healthcare,India,TRUE,D,F,Mazumdar-Shaw,Kiran,Chair,1953,3,23
1434,"$2,100.00",Automotive,Nirmal Minda,65,India,Gurgaon,Auto parts,Automotive,India,FALSE,D,M,Minda,Nirmal,,1957,11,7
1434,"$2,100.00",Technology,Mu Rongjun,43,China,Beijing,E-commerce,Technology,China,TRUE,D,M,Mu,Rongjun,,1980,1,1
1434,"$2,100.00",Manufacturing,Eugene Murtagh,80,Ireland,Kingscourt,Building materials,Manufacturing,Ireland,TRUE,D,M,Murtagh,Eugene,,1942,6,23
1434,"$2,100.00",Finance & Investments,Alexander Nesis,60,Russia,Moscow,"Metals, banking, fertilizers",Finance & Investments,Russia,TRUE,U,M,Nesis,Alexander,,1962,12,19
1434,"$2,100.00",Manufacturing,Zugen Ni,66,China,Suzhou,Appliances,Manufacturing,China,TRUE,U,M,Ni,Zugen,,1957,1,18
1434,"$2,100.00",Construction & Engineering,Florentino Perez,76,Spain,Madrid,Construction,Construction & Engineering,Spain,TRUE,U,M,Perez,Florentino,,1947,3,8
1434,"$2,100.00",Metals & Mining,Victor Pinchuk,62,Ukraine,Kiev,"Steel pipes, diversified",Metals & Mining,Ukraine,TRUE,U,M,Pinchuk,Victor,,1960,12,14
1434,"$2,100.00",Technology,Leonid Radvinsky,40,United States,,E-commerce,Technology,United States,TRUE,U,M,Radvinsky,Leonid,,1982,5,30
1434,"$2,100.00",Technology,Raveendran Byju,41,India,Bangalore,Education technology,Technology,India,TRUE,D,M,Raveendran,Byju,,1981,7,6
1434,"$2,100.00",Construction & Engineering,P.P. Reddy,65,India,Hyderabad,Infrastructure,Construction & Engineering,India,TRUE,U,M,Reddy,P.P.,,1957,8,30
1434,"$2,100.00",Fashion & Retail,Richard Saghian,41,United States,Los Angeles,Fast fashion,Fashion & Retail,United States,TRUE,U,M,Saghian,Richard,,1981,8,6
1434,"$2,100.00",Healthcare,Shi Yifeng,49,China,Beijing,Medical cosmetics,Healthcare,China,TRUE,U,M,Shi,Yifeng,,1974,1,1
1434,"$2,100.00",Finance & Investments,Thaksin Shinawatra,73,United Arab Emirates,Dubai,Investments,Finance & Investments,Thailand,TRUE,U,M,Shinawatra,Thaksin,,1949,7,26
1434,"$2,100.00",Food & Beverage,Shu Ping,53,Singapore,Singapore,Restaurants,Food & Beverage,Singapore,TRUE,U,F,Shu,Ping,,,,
1434,"$2,100.00",Healthcare,Timothy Springer,75,United States,Chestnut Hill,Biotech,Healthcare,United States,TRUE,E,M,Springer,Timothy,,1948,2,23
1434,"$2,100.00",Automotive,Venu Srinivasan,70,India,Chennai,Two-wheelers,Automotive,India,FALSE,U,M,Srinivasan,Venu,,1952,12,11
1434,"$2,100.00",Fashion & Retail,Edward Stack,68,United States,Sewickley,Dick's Sporting Goods,Fashion & Retail,United States,TRUE,U,M,Stack,Edward,Chairman and CEO,1954,12,27
1434,"$2,100.00",Food & Beverage,Sun Mengquan & family,73,China,Yantai,Edible oil,Food & Beverage,China,TRUE,D,M,Sun,Mengquan,,1950,3,1
1434,"$2,100.00",Finance & Investments,Alexander Svetakov,55,Russia,Moscow,Real estate,Finance & Investments,Russia,TRUE,D,M,Svetakov,Alexander,,1968,2,15
1434,"$2,100.00",Fashion & Retail,Torsten Toeller,56,Germany,Krefeld,Pet food,Fashion & Retail,Germany,TRUE,D,M,Toeller,Torsten,,1966,4,6
1434,"$2,100.00",Food & Beverage,Barbara Tyson,74,United States,Fayetteville,Food processing,Food & Beverage,United States,FALSE,N,F,Tyson,Barbara,,1949,3,6
1434,"$2,100.00",Food & Beverage,Hamdi Ulukaya,50,United States,Norwich,Greek yogurt,Food & Beverage,Turkey,TRUE,D,M,Ulukaya,Hamdi,Founder and CEO,1972,10,26
1434,"$2,100.00",Construction & Engineering,Wang Linpeng,54,China,Beijing,Furniture retailing,Construction & Engineering,China,TRUE,D,M,Wang,Linpeng,,1968,5,1
1434,"$2,100.00",Food & Beverage,Wei Ing-Chou,69,China,Tianjin,"Food, beverages",Food & Beverage,Taiwan,TRUE,U,M,Wei,Ing-Chou,,1953,7,1
1434,"$2,100.00",Food & Beverage,Wei Yin-Chun,66,Taiwan,Taipei,"Food, beverages",Food & Beverage,Taiwan,TRUE,U,M,Wei,Yin-Chun,,1957,3,8
1434,"$2,100.00",Food & Beverage,Wei Yin-Heng,64,China,Shanghai,"Food, beverages",Food & Beverage,Taiwan,TRUE,U,M,Wei,Yin-Heng,,1959,1,1
1434,"$2,100.00",Food & Beverage,Wei Ying-Chiao,68,Taiwan,Taipei,"Food, beverages",Food & Beverage,Taiwan,TRUE,U,M,Wei,Ying-Chiao,,1955,2,4
1434,"$2,100.00",Gambling & Casinos,Elaine Wynn,80,United States,Las Vegas,"Casinos, hotels",Gambling & Casinos,United States,TRUE,U,F,Wynn,Elaine,Board Member,1942,4,28
1434,"$2,100.00",Automotive,Xu Xudong & family,53,China,Ningbo,Auto parts,Automotive,China,TRUE,U,M,Xu,Xudong,,1970,3,1
1434,"$2,100.00",Fashion & Retail,Michael Ying,73,Hong Kong,Hong Kong,Retail,Fashion & Retail,Hong Kong,TRUE,U,M,Ying,Michael,,1949,12,1
1434,"$2,100.00",Manufacturing,Yu Qibing & family,57,China,Ningbo,Glass,Manufacturing,China,TRUE,D,M,Yu,Qibing,,1965,11,1
1434,"$2,100.00",Manufacturing,Yuan Fugen & family,72,China,Suzhou,Metal processing,Manufacturing,China,TRUE,U,M,Yuan,Fugen,,1950,11,15
1434,"$2,100.00",Manufacturing,Zhang Ning & family,49,China,Shanghai,Chemicals,Manufacturing,Canada,TRUE,D,F,Zhang,Ning,,1974,4,1
1434,"$2,100.00",Healthcare,Zhao Tao,57,China,Xi'an,Pharmaceuticals,Healthcare,Singapore,FALSE,D,M,Zhao,Tao,,1966,1,1
1516,"$2,000.00",Construction & Engineering,Anu Aga,80,India,Pune,Engineering,Construction & Engineering,India,FALSE,U,F,Aga,Anu,,1942,8,1
1516,"$2,000.00",Fashion & Retail,Mohamed Al Fayed,94,United Kingdom,London,"Retail, investments",Fashion & Retail,Egypt,TRUE,D,M,Al Fayed,Mohamed,,1929,1,27
1516,"$2,000.00",Technology,Andrey Andreev,49,United Kingdom,London,Online dating,Technology,United Kingdom,TRUE,E,M,Andreev,Andrey,,1974,2,3
1516,"$2,000.00",Finance & Investments,Michael Ashcroft,77,Turks and Caicos Islands,Turks and Caicos Islands,Security,Finance & Investments,United Kingdom,TRUE,D,M,Ashcroft,Michael,,1946,1,1
1516,"$2,000.00",Technology,Pavel Baudis,62,Czech Republic,Prague,Software,Technology,Czech Republic,TRUE,D,M,Baudis,Pavel,,1960,5,15
1516,"$2,000.00",Healthcare,Wilhelm Beier & family,66,Germany,,Pharmaceuticals,Healthcare,Germany,TRUE,D,M,Beier,Wilhelm,,1956,4,21
1516,"$2,000.00",Manufacturing,Cao Jianwei,44,China,Shangyu,Semiconductors,Manufacturing,China,TRUE,E,M,Cao,Jianwei,,1978,5,30
1516,"$2,000.00",Manufacturing,Huwen Chen,52,China,Shanghai,Stationery,Manufacturing,China,TRUE,D,M,Chen,Huwen,,1970,7,1
1516,"$2,000.00",Diversified,Phongthep Chiaravanont,71,Thailand,Bangkok,Diversified,Diversified,Thailand,FALSE,U,M,Chiaravanont,Phongthep,,1952,1,1
1516,"$2,000.00",Diversified,Dou Zhenggang,69,China,Hangzhou,"Energy, chemicals",Diversified,China,TRUE,D,M,Dou,Zhenggang,,1953,5,21
1516,"$2,000.00",Food & Beverage,Maria Franca Fissolo,88,Monaco,Monaco,"Nutella, chocolates",Food & Beverage,Italy,FALSE,E,F,Fissolo,Maria Franca,,1935,1,1
1516,"$2,000.00",Diversified,William Franke,85,United States,Houston,Low-cost airlines,Diversified,United States,TRUE,D,M,Franke,William,,1937,4,15
1516,"$2,000.00",Healthcare,Mario Germano Giuliani,51,Monaco,Monaco,Pharmaceuticals,Healthcare,Switzerland,FALSE,D,M,Giuliani,Mario Germano,,1972,2,26
1516,"$2,000.00",Real Estate,Amy Goldman Fowler,68,United States,Rhinebeck,Real estate,Real Estate,United States,FALSE,D,F,Goldman Fowler,Amy,,1954,4,19
1516,"$2,000.00",Metals & Mining,John Hancock,47,United Kingdom,London,Mining,Metals & Mining,Australia,FALSE,D,M,Hancock,John,,1976,1,2
1516,"$2,000.00",Technology,Hu Yangzhong,58,China,Hangzhou,Technology,Technology,China,TRUE,D,M,Hu,Yangzhong,,1965,3,6
1516,"$2,000.00",Manufacturing,Huang Dawen,62,Hong Kong,Hong Kong,Silicon,Manufacturing,Hong Kong,TRUE,D,M,Huang,Dawen,,1960,11,1
1516,"$2,000.00",Media & Entertainment,Huang Qiaoling,64,China,Hangzhou,Amusement parks,Media & Entertainment,China,TRUE,U,M,Huang,Qiaoling,,1958,11,15
1516,"$2,000.00",Finance & Investments,Rajiv Jain,55,United States,Fort Lauderdale,Finance,Finance & Investments,United States,TRUE,N,M,Jain,Rajiv,,1968,1,27
1516,"$2,000.00",Sports,Michael Jordan,60,United States,Jupiter,"Charlotte Hornets, endorsements",Sports,United States,TRUE,U,M,Jordan,Michael,Athlete,1963,2,17
1516,"$2,000.00",Real Estate,Diane Kemper,77,United States,New York,Real estate,Real Estate,United States,FALSE,D,F,Kemper,Diane,,1945,7,21
1516,"$2,000.00",Technology,Shlomo Kramer,57,Israel,Tel Aviv,"Software, investments",Technology,Israel,TRUE,D,M,Kramer,Shlomo,,1966,3,14
1516,"$2,000.00",Healthcare,Heikki Kyostila,77,Finland,Helsinki,Dental products,Healthcare,Finland,TRUE,U,M,Kyostila,Heikki,,1946,1,19
1516,"$2,000.00",Technology,Martin Lau,50,Hong Kong,Hong Kong,E-commerce,Technology,Hong Kong,TRUE,D,M,Lau,Martin,,1973,4,1
1516,"$2,000.00",Technology,Li Min,57,China,Fuzhou,Semiconductor,Technology,China,TRUE,D,M,Li,Min,,1965,12,26
1516,"$2,000.00",Technology,Liang Rubo,40,China,Beijing,TikTok,Technology,China,TRUE,D,M,Liang,Rubo,,1983,1,1
1516,"$2,000.00",Manufacturing,Liang Zhaoxian,58,China,Foshan,Appliances,Manufacturing,China,FALSE,D,M,Liang,Zhaoxian,,1965,1,1
1516,"$2,000.00",Energy,Lin Fanlian,61,China,Linyi,"Energy, real estate",Energy,China,TRUE,D,M,Lin,Fanlian,,1961,6,1
1516,"$2,000.00",Manufacturing,Aloke Lohia,64,Thailand,Bangkok,Petrochemicals,Manufacturing,India,FALSE,D,M,Lohia,Aloke,,1958,11,27
1516,"$2,000.00",Real Estate,Bill Malhotra,73,Canada,Ottawa,Real estate,Real Estate,Canada,TRUE,U,M,Malhotra,Bill,,1949,9,8
1516,"$2,000.00",Finance & Investments,Alexander Mamut,63,Israel,Tel Aviv,Investments,Finance & Investments,Russia,TRUE,D,M,Mamut,Alexander,,1960,1,29
1516,"$2,000.00",Telecom,Craig McCaw,73,United States,Hunts Point,Telecom,Telecom,United States,FALSE,D,M,McCaw,Craig,,1949,8,11
1516,"$2,000.00",Manufacturing,Cunhui Nan,59,China,Wenzhou,Power equipment,Manufacturing,China,TRUE,D,M,Nan,Cunhui,,1963,7,9
1516,"$2,000.00",Service,Tengyun Nie & family,47,China,Shanghai,Logistics,Service,China,TRUE,D,M,Nie,Tengyun,,1976,1,24
1516,"$2,000.00",Finance & Investments,Oei Hong Leong,75,Singapore,Singapore,Investments,Finance & Investments,Singapore,FALSE,U,M,Oei,Hong Leong,,1948,3,21
1516,"$2,000.00",Metals & Mining,Clive Palmer,69,Australia,Brisbane,Mining,Metals & Mining,Australia,TRUE,D,M,Palmer,Clive,,1954,3,26
1516,"$2,000.00",Technology,Matthew Prince,48,United States,Park City,Cybersecurity,Technology,United States,TRUE,D,M,Prince,Matthew,,1975,1,1
1516,"$2,000.00",Service,Linda Pritzker,69,United States,Missoula,"Hotels, investments",Service,United States,FALSE,E,F,Pritzker,Linda,,1953,9,14
1516,"$2,000.00",Construction & Engineering,P.V. Krishna Reddy,53,India,Hyderabad,Infrastructure,Construction & Engineering,India,TRUE,U,M,Reddy,P.V. Krishna,,1969,6,30
1516,"$2,000.00",Metals & Mining,Bianca Rinehart,46,Australia,Brisbane,Mining,Metals & Mining,Australia,FALSE,D,F,Rinehart,Bianca,,1977,3,19
1516,"$2,000.00",Metals & Mining,Ginia Rinehart,36,Australia,Sydney,Mining,Metals & Mining,Australia,FALSE,D,F,Rinehart,Ginia,,1986,9,6
